得意先ｺｰﾄﾞ,得意先名１,得意先名２,得意先名略称,得意先名索引,郵便番号,住所１住所２住所３,電話番号,ＦＡＸ番号
761091,ﾐﾔｺ化学株式会社　産業資材部(東京合成樹脂課),,ﾐﾔｺ化学㈱産業資材部(東京）,ﾐﾔｺｶｶﾞｸ,102-0074,東京都千代田区九段南1-6-17 千代田会館6階,03-6685-0412,03-6685-0413
762002,武藤工業株式会社 LFP事業部,諏訪工場 購買部 購買課 小平,武藤工業株式会社 諏訪工場 小平,ﾑﾄｳｺｳｷﾞｮｳ,393-8585,長野県諏訪郡下諏訪町御田町上３１２８,0266-28-1882,0266-28-1335
762016,武藤工業□,,武藤工業□,,,,,
762041,六菱ｺﾞﾑ株式会社 本社･神戸工場,,六菱ｺﾞﾑ,ﾑﾂﾋﾞｼｺﾞﾑ,651-2228,兵庫県神戸市西区見津が丘2丁目3番地5,078-995-3331,078-995-3332
763016,名鉄運輸□,,名鉄運輸□,,,,,
763022,ﾑﾂﾎﾞｼ株式会社,,ﾑﾂﾎﾞｼ,ﾑﾂﾎﾞｼ,323-0807,栃木県小山市城東6丁目7-11,0285-29-1496,0285-24-1829
763031,株式会社明成商会 名古屋支社,電子材料営業部 営業4課,明成商会,ﾒｲｾｲｼｮｳｶｲ,461-0005,愛知県名古屋市東区東桜1-10-37久屋ﾋﾞﾙ3F,052-951-9291,052-961-9881
764011,株式会社森野,,森野,ﾓﾘﾉ,547-0001,大阪府大阪市平野区加美北6丁目1番19号,06-6792-7543,06-6791-9313
764021,もりや産業株式会社 大阪#,,もりや産業 大阪,ﾓﾘﾔｻﾝｷﾞｮｳ,536-0011,大阪府大阪市城東区放出西3丁目10番7号,06-6969-1171,06-6969-8243
764031,もりや産業株式会社 福岡営業所,,もりや産業 福岡,ﾓﾘﾔｻﾝｷﾞｮｳ,812-0016,福岡県福岡市博多区博多駅南4-17-20,092-414-9661,092-414-9671
764035,森村商事□,,森村商事□,,,,,
764041,もりや産業株式会社 東京支店#,,もりや産業 東京,ﾓﾘﾔｻﾝｷﾞｮｳ,136-0071,東京都江東区亀戸3-37-7,03-5626-6131,03-5626-3741
764051,株式会社ﾓﾘﾔﾏﾏﾃﾘｱﾙ,,ﾓﾘﾔﾏﾏﾃﾘｱﾙ,ﾓﾘﾔﾏ,329-1233,栃木県塩谷郡高根沢町宝積寺2388番森山産業㈱宇都宮工場生産管理･EDP,028-675-0431,028-675-5610
764056,もりや産業□,,もりや産業□,,,,,
764061,株式会社ﾓﾘﾔﾏﾏﾃﾘｱﾙ 東京,,ﾓﾘﾔﾏﾏﾃﾘｱﾙ 東京,ﾓﾘﾔﾏ,142-0053,東京都品川区中延2-5-10 森山ﾋﾞﾙ森山産業株式会社 本社内,03-3786-1911,
764066,森六ｹﾐｶﾙｽﾞ株式会社,札幌営業所,森六ｹﾐｶﾙｽﾞ,ﾓﾘﾛｸｹﾐｶﾙｽﾞ,060-0033,札幌市中央区北3条東3丁目1-30KNﾋﾞﾙ5階,011-222-6313,011-222-7293
770011,山本産業株式会社,,山本産業株式会社,ﾔﾏﾓﾄｻﾝｷﾞｮｳ,577-0005,大阪府東大阪市七軒家19-25,06-6744-1618,06-6744-4800
770021,株式会社山口商店,,山口商店,ﾔﾏｸﾞﾁｼｮｳﾃﾝ,540-0037,大阪市中央区内平野町2-2-4,06-6941-6543,06-6943-0941
770025,山口産業□,,山口産業□,,,,,
770036,ﾔﾏｺｰ□,,ﾔﾏｺｰ□,,,,,
770042,山中産業株式会社,,山中産業,ﾔﾏﾅｶｻﾝｷﾞｮｳ,541-0042,大阪府大阪市中央区今橋2-5-8ﾄﾚｰﾄﾞﾋﾟｱ淀屋橋9階,06-6125-6510,06-6125-6737
770045,山田会計事務所□,,山田会計事務所□,,,,,
770051,山森商事株式会社,,山森商事,ﾔﾏﾓﾘｼｮｳｼﾞ,547-0002,大阪市平野区加美東4-18-6,06-6791-0600,06-6791-0647
770056,ﾔﾏﾄ運輸大阪□,,ﾔﾏﾄ運輸大阪□,,,,,
770061,株式会社山利製作所,,山利製作所,ﾔﾏﾘｾｲｻｸｼｮ,526-0207,滋賀県長浜市太田町20,0749-76-0139,0749-76-1029
770075,ﾔﾏﾄ運輸ｴｷｽﾌﾟﾚｽ□,,ﾔﾏﾄ運輸ｴｷｽﾌﾟﾚｽ□,,,,,
770085,大和技研□,,大和技研□,,,,,
770091,矢崎ｴﾅｼﾞｰｼｽﾃﾑ株式会社,熱ｴﾈﾙｷﾞｰﾋﾞｼﾞﾈｽ準備室,矢崎ｴﾅｼﾞｰｼｽﾃﾑ,ﾔｻﾞｷｴﾅｼﾞｰｼ,435-0015,静岡県浜松市東区子安町1370,053-461-7111,053-461-7156
770101,大和ｻﾝﾌﾟﾙ製作所第二工房　　　　　770101,,大和ｻﾝﾌﾟﾙ製作所第二工房,ﾔﾏﾄｻﾝﾌﾟﾙｾｲ,170-0012,東京都豊島区上池袋4-21-12,03-5980-8099,03-5980-8031
770111,株式会社ﾔﾏﾄｳ,,株式会社ﾔﾏﾄｳ,ﾔﾏﾄｳ,571-0038,大阪府門真市柳田30-１,06-6909-8010,06-6909-8011
772011,ﾕｱｻ化成株式会社 向日市工場,,ﾕｱｻ化成㈱ 向日市工場,ﾕｱｻ,617-0003,京都府向日市森本町上町田6-11,075-934-6761,075-934-6369
772021,ﾕｰｱｲ商事,,ﾕｰｱｲ商事,ﾕｰｱｲｼｮｳｼﾞ,659-0000,兵庫県芦屋市岩園町37-14,090-3675-3262,0797-23-3729
772025,ﾕﾀｶ製作所□,,ﾕﾀｶ製作所□,,,,,
772031,ﾕｱｻ化成株式会社(試作･開発),,ﾕｱｻ化成㈱,ﾕｱｻ,617-0003,京都府向日市森本町上町田6-11,075-934-6761,075-934-6369
772032,株式会社UACJ金属加工 滋賀工場,産業機器製造部SNE製造ｸﾞﾙｰﾌﾟ 東峰,UACJ金属加工滋賀工場,ﾕｰｴｰｼｰ,520-3212,滋賀県湖南市小砂町1番地,0748-75-1759,0748-75-1791
772036,ﾕﾆｵﾝｺｰﾎﾟﾚｰｼｮﾝ□,,ﾕﾆｵﾝｺｰﾎﾟﾚｰｼｮﾝ□,,,,,
772046,ﾕﾆｵﾝｺｰﾎﾟﾚｰｼｮﾝ東京支店□,,ﾕﾆｵﾝｺｰﾎﾟﾚｰｼｮﾝ東京支店□,,,,,
772051,ﾕﾆﾃｯｸﾊﾟﾛﾏ株式会社,,ﾕﾆﾃｯｸﾊﾟﾛﾏ,ﾕﾆﾃｯｸﾊﾟﾛﾏ,639-1032,奈良県大和郡山市池沢町240-1,0743-58-3402,0743-58-3412
772056,ﾕﾆｺﾛﾝ□,,ﾕﾆｺﾛﾝ□,,,,,
772061,ﾕﾆｵﾝｹﾐｶｰ株式会社　購買課,,ﾕﾆｵﾝｹﾐｶｰ㈱,ﾕﾆｵﾝ,573-1132,大阪府枚方市招提田近3-10,072-856-3325,072-866-2577
772066,ﾕﾆﾌｫｰﾑ北海道□,,ﾕﾆﾌｫｰﾑ北海道□,,,,,
774011,横浜食品さんぷる教室,食品さんぷる畑,横浜食品さんぷる教室,ﾖｺﾊﾏｼｮｸﾋﾝｻ,221-0834,神奈川県横浜市神奈川区台町7-2-504,090-7828-7809,
774012,ﾖｰﾎｰ電子株式会社,,ﾖｰﾎｰ電子,ﾖｰﾎｰﾃﾞﾝｼ,571-0017,大阪府門真市四宮6丁目6番46号,072-881-6355,072-881-8910
774021,ﾖﾂｷﾞ株式会社,,ﾖﾂｷﾞ,ﾖﾂｷﾞｶﾌﾞｼｷｶ,550-0012,大阪府大阪市西区立売堀4-5-21,06-6532-7298,
774026,吉田SKT□,,吉田SKT□,,,,,
780015,ﾗﾝｽﾀｯﾄﾞ□,,ﾗﾝｽﾀｯﾄﾞ□,,,,,
781011,株式会社ﾘｯﾁｪﾙ 水橋工場,,ﾘｯﾁｪﾙ 水橋工(ｴｯｼﾞｸｯｼｮﾝ),ﾘｯﾁｪﾙ,939-0592,富山県富山市水橋桜木136,076-478-2155,076-478-5335
781016,理興産業□,,理興産業□,,,,,
781022,株式会社ﾘｯﾁｪﾙ 生産管理課,,ﾘｯﾁｪﾙ 上野 金型,ﾘｯﾁｪﾙ,939-0592,富山県富山市水橋桜木136,076-478-2155,076-478-5335
781026,理興産業札幌支店□,,理興産業札幌支店□,,,,,
781032,株式会社ﾘｯﾁｪﾙ,生産管理課,ﾘｯﾁｪﾙ ﾍﾟｯﾄ,ﾘｯﾁｪﾙ,939-0592,富山県富山市水橋桜木136,076-478-2943,076-478-2161
781041,株式会社ﾘﾃﾞｨｱﾜｰｸｽ　　　781041,,ﾘﾃﾞｨｱﾜｰｸｽ,ﾘﾃﾞｨｱﾜｰｸｽ,130-0023,東京都墨田区立川3-6-5-2F,03-6659-5215,03-6659-5217
781055,ﾘｰﾁ□,,ﾘｰﾁ□,,,,,
783011,株式会社ﾚｼﾞｰﾅ,,ﾚｼﾞｰﾅ,ﾚｼﾞｰﾅ,019-1402,秋田県仙北郡美郷町野中下村107-2,0187-84-1516,
783016,ﾚﾝｺﾞｰ□,,ﾚﾝｺﾞｰ□,,,,,
783022,冷電工業株式会社,,冷電工業,ﾚｲﾃﾞﾝｺｳｷﾞｮ,061-3244,石狩市新港南2丁目718番地3,0133-64-6000,0133-64-6001
790011,使用ｼﾅｲ YKK AP株式会社 特需直販商開G　＃,東京商品開発室 谷本 隆,YKK AP 東京　#,ﾜｲｹｲｹｲ,130-8521,東京都墨田区亀沢3丁目22-1YKK60ﾋﾞﾙ4階,03-5610-8418,
790015,YKKﾌｧｽﾆﾝｸﾞﾌﾟﾛﾀﾞｸﾂ□,,YKKﾌｧｽﾆﾝｸﾞﾌﾟﾛﾀﾞｸﾂ□,,,,,
790022,YKK AP株式会社,黒部事業所 購買課,YKK AP,ﾜｲｹｲｹｲ,938-8610,富山県黒部市吉田200,0765-54-8535,0765-54-8539
790025,日鋼YPK商事□,,日鋼YPK商事□,,,,,
790031,ﾜｲｺﾑ株式会社,,ﾜｲｺﾑ,ﾜｲｺﾑｶ,537-0023,大阪市東成区玉津1丁目9-10,06-6972-1251,06-6972-6161
790035,ﾜｲﾒｯｸｽ□,,ﾜｲﾒｯｸｽ□,,,,,
790041,和光電研株式会社,,和光電研,ﾜｺｳﾃﾞﾝｹﾝ,581-0039,大阪府八尾市太田新町1-33,072-948-1551,072-948-1368
790045,和歌山ｺﾞﾑ工業□,,和歌山ｺﾞﾑ工業□,,,,,
790051,合同会社ﾜｯｶﾗﾎﾞ,,ﾜｯｶﾗﾎﾞ,ﾜｯｶﾗﾎﾞ,573-1182,大阪府枚方市御殿山町16-9 B1,050-6870-4667,072-849-3157
790056,ﾜｺｰ□,,ﾜｺｰ□,,,,,
790061,株式会社ﾜﾝ･ﾊﾞｲ･ﾜﾝ,,ﾜﾝ･ﾊﾞｲ･ﾜﾝ,ﾜﾝﾊﾞｲﾜﾝ,578-0903,大阪府東大阪市今米2-1-39,072-968-1011,072-968-1013
790071,株式会社ﾜﾝﾜｰﾄﾞ,,ﾜﾝ ﾜｰﾄﾞ,ﾜﾝﾜｰﾄﾞ,578-0911,大阪府東大阪市中新開2-9-2,072-960-0151,072-960-0152
799999,(送り状),,送り状,ﾀﾞﾐｰ,,,,
